date,polarity,log_merit,post,polarity_and_log_merit
2016-01-02,0.12349946782325978,5.203896860794208,102,0.7101896936743586
2016-01-03,0.12134776908998705,5.826352648735806,39,0.7054949221888164
2016-01-04,0.09309664837477336,4.806804840842598,50,0.3860474990742041
2016-01-05,0.12109116503066208,6.209135412432707,59,0.7590356753311688
2016-01-06,0.11571384251833437,5.715966258399188,73,0.6406448554289965
2016-01-07,0.1312641076970078,5.834435435747068,70,0.7640733432224945
2016-01-08,0.08655992468471463,5.501565023609843,35,0.5169723522918347
2016-01-09,0.13656763587719473,6.468400796306554,25,0.8887304573886445
2016-01-10,0.21692892687630275,6.0910676724623585,45,1.3271311487792092
2016-01-11,0.1525086120653723,6.024359378652876,56,0.9113637763272254
2016-01-12,0.2090767539338968,5.660432964405873,30,0.9767037364288975
2016-01-13,0.20648012609134686,5.992657344604405,63,1.2014999030282232
2016-01-14,0.18168702612106596,5.649419572442047,34,1.0028726801594214
2016-01-15,0.06695169368334825,6.046536071512572,150,0.39924077438818717
2016-01-16,0.098058041120365,5.553364082950044,84,0.5634658555415001
2016-01-17,0.1006682034960186,6.4133498175228585,52,0.6686264955404464
2016-01-18,0.08935912928988732,5.710317196285484,49,0.3966653503325496
2016-01-19,0.11438357018903766,5.919958455643596,97,0.7109395144078897
2016-01-20,0.0768119738555753,5.578029524945236,53,0.40666238142581024
2016-01-21,0.13121544428971643,5.9243926883661215,98,0.820878318948285
2016-01-22,0.1355866870297085,5.570164908484556,81,0.7615777432104136
2016-01-23,0.040653024572829766,5.6183649284319275,25,0.1159064008701283
2016-01-24,0.10913477725977726,5.6346454345071475,26,0.6028330091994768
2016-01-25,0.29824972101972097,5.565178498576703,25,1.5487545758240622
2016-01-26,0.12836751185487902,6.258387656847387,58,0.7776670631353484
2016-01-27,0.09866551408410976,6.169308006277148,27,0.5702943190562999
2016-01-28,0.09779087989649483,5.605605135520532,22,0.6948006696713164
2016-01-29,0.12026943738374349,5.34215270872371,97,0.6263991940567224
2016-01-30,0.12425752661620137,5.675285738065909,82,0.7782079256504573
2016-01-31,0.10685362650171575,5.6020999695969715,110,0.5905654717607406
2016-02-01,0.11410163560986392,5.584515744630105,111,0.7087350691637468
2016-02-02,0.16837959223009055,5.045733863252006,86,0.733894042781575
2016-02-03,0.16686750892712635,5.946603018215623,102,0.9730355025013946
2016-02-04,0.12952059166539362,6.203829927635782,101,0.783284999235444
2016-02-05,0.121701120845759,5.788113230907679,161,0.6994270931181614
2016-02-06,0.1554310720234345,5.571433497788989,95,0.9112368978052721
2016-02-07,0.16844620831800852,5.487097408717484,126,0.913663329986276
2016-02-08,0.14883507071812146,5.6150660760187145,48,0.8996116679547153
2016-02-09,0.12041866691066384,5.520532694437563,82,0.6493459319358903
2016-02-10,0.0719489073865199,5.516499064841711,98,0.4533296549995374
2016-02-11,0.14067173109152084,5.775580665549046,106,0.6681800192503681
2016-02-12,0.21166986449030342,5.328590444140039,84,1.1111361505700157
2016-02-13,0.15333811075713913,5.397212666573481,15,0.721952558043205
2016-02-14,0.0992430933450182,6.240668572294808,28,0.6051219449561519
2016-02-15,0.12344231968441129,5.621217306820813,77,0.7090939452060281
2016-02-16,0.060634871884871905,5.852445999229542,37,0.3047298604158756
2016-02-17,0.16666249605197198,5.057905066985069,67,0.865996114219899
2016-02-18,0.15895841859412177,5.215787955223397,88,0.8599497911873588
2016-02-19,0.17392755279308453,5.36224889819366,91,0.8994313059347636
2016-02-20,0.13363084902601133,5.322550993356936,126,0.6861844799009369
2016-02-21,0.13373738397845533,5.943640550097872,124,0.7638930032470905
2016-02-22,0.10168897368898776,6.013979273600056,161,0.6360284280140847
2016-02-23,0.18264176591252929,5.659177065814688,85,0.9745359721730734
2016-02-24,0.1312177808605375,6.087740362291947,88,0.8205081169818963
2016-02-25,0.13083049348925424,5.421686861563065,82,0.6959824271611846
2016-02-26,0.18146107700513028,6.01873003974301,53,1.0494594138154685
2016-02-27,0.12550280275280276,5.731409542746818,39,0.7145970947587698
2016-02-28,0.10669562806934597,5.993787203290839,92,0.6792895768441469
2016-02-29,0.13724664574065543,5.885126184399974,89,0.8217294614404433
2016-03-01,0.1833217460444513,5.515618744118173,59,0.9803972906839858
2016-03-02,0.09977813291303922,5.50202234826801,36,0.5805730306258305
2016-03-03,0.09834956840759818,5.685132247374284,96,0.5743921499666463
2016-03-04,0.09590133551124767,6.296593806275987,44,0.5802921480975048
2016-03-05,0.15941973497800585,5.847251538419456,67,0.8687630149352965
2016-03-06,0.1763385450024077,5.713871961228007,80,1.026284159136712
2016-03-07,0.11422056517135958,5.859260247506891,56,0.6805831281779228
2016-03-08,0.1333495389183792,5.878719005393674,67,0.7451928379585798
2016-03-09,0.1256300627080561,5.965203623933801,61,0.7172273715338481
2016-03-10,0.09625470021286349,5.1954532876996975,35,0.6745057863299081
2016-03-11,0.24674294077993053,5.511973903500325,63,1.3841877638748743
2016-03-12,0.17015221917999693,6.401738590085114,36,1.1041314224964056
2016-03-13,0.14165365422589005,5.815227386801822,44,0.7807385029302746
2016-03-14,0.16454737706795167,5.826129115858612,46,0.9068638873267388
2016-03-15,0.21825644202288944,5.144365103970057,76,1.122054060715376
2016-03-16,0.14963363967381824,5.358171717400852,52,0.7689841054250972
2016-03-17,0.14613419337129657,5.349522522537142,54,0.7779033732551319
2016-03-18,0.20969275440742832,5.904806470920272,23,1.3030138193832745
2016-03-19,0.18268012853397422,5.436466237501384,63,1.03566911503346
2016-03-20,0.16171675120606657,5.451444789273892,63,0.9159370108767646
2016-03-21,0.20318907068886077,5.217699546517326,76,1.055028959659666
2016-03-22,0.08329733560090703,5.548822239813794,42,0.3654556556932636
2016-03-23,0.2443005503244516,5.549543184035886,61,1.3852031344511024
2016-03-24,0.13067462070896135,5.730730302636553,52,0.7175846116562812
2016-03-25,0.15747317153919366,5.437126588134422,77,0.8055611974909205
2016-03-26,0.17344748404169372,5.899127064869826,96,1.0267082663661224
2016-03-27,0.13654996337081596,5.528694496713086,93,0.6553293665751009
2016-03-28,0.17957538453045482,6.070972524123528,116,1.1106347686435696
2016-03-29,0.1793216244207618,5.845618044234564,151,1.0450192792481958
2016-03-30,0.15324574515037812,5.6270976233480265,98,0.859466557626498
2016-03-31,0.14821920043695674,5.149052478056854,87,0.8003710607654372
2016-04-01,0.13041142553555743,5.424112652578571,121,0.7639261288003638
2016-04-02,0.18027253232760265,5.684001699245248,84,1.038351281479089
2016-04-03,0.15927563241210618,5.7130109914316325,143,0.9416436410272325
2016-04-04,0.14710462840901128,5.184038901921268,85,0.7373841367038185
2016-04-05,0.15596324828416644,5.886577544325406,130,0.9582546237009717
2016-04-06,0.16263230901942996,6.402085004423458,92,1.0279164286748566
2016-04-07,0.1120297830280481,6.2253304370752645,122,0.7064784382239997
2016-04-08,0.11291649454216252,6.047479283709764,166,0.7035643520412461
2016-04-09,0.17824760421466196,5.9693966536196905,68,1.189362000119216
2016-04-10,0.17002271432471508,5.974005284087167,73,1.0174617613199157
2016-04-11,0.2244991567945487,5.768273411175576,86,1.246811393218009
2016-04-12,0.1683905065411213,5.745294830087752,61,1.0133603529901007
2016-04-13,0.22932763820864396,5.647158627760961,71,1.3562819136218927
2016-04-14,0.15063327940931642,5.756522866761231,110,0.855133276725182
2016-04-15,0.20969785067258323,5.793866085296802,115,1.2029798322884122
2016-04-16,0.15423960821702418,4.937719500016178,34,0.69297405020088
2016-04-17,0.19240886342473035,5.698899152202575,57,1.0410122426598325
2016-04-18,0.15391500175555284,5.780043217543418,61,0.8968691748278783
2016-04-19,0.24765464443037027,5.626285206972861,72,1.4127964228980312
2016-04-20,0.19618784521019642,4.983031317648431,45,0.9698759070066526
2016-04-21,0.11911922624575066,5.9433827707486095,41,0.676741638928368
2016-04-22,0.1498614886511554,5.861172409648922,61,0.8620927935055247
2016-04-23,0.16718961424754109,5.547137029751222,41,0.9200660820386946
2016-04-24,0.16352219154302486,5.93700180173435,27,0.9415237898471818
2016-04-25,0.16316325130183826,5.716198932763082,23,1.0140406777812248
2016-04-26,0.1723465916393548,5.97169490287901,38,1.0587592237334171
2016-04-27,0.22862600721162696,6.139980818513979,96,1.30948350687451
2016-04-28,0.12308925409735877,6.115498775469101,78,0.7472939466876769
2016-04-29,0.1340534758969633,5.847971542810914,34,0.8122838991933331
2016-04-30,0.16205986382752402,6.291009889727861,32,0.9658117728495756
2016-05-01,0.04784741548134405,5.894688928921789,35,0.26083979588385553
2016-05-02,0.08839646343895016,5.7242934098389044,74,0.5215802595674995
2016-05-03,0.13800724460111238,5.875987371025134,79,0.8281629616754489
2016-05-04,0.18865238235127688,5.912278593928902,161,1.0481037996751161
2016-05-05,0.08590440285079948,5.240600212443105,174,0.4586988153804952
2016-05-06,0.10145305558867375,5.235666270164312,127,0.6666175547270805
2016-05-07,0.14291779892297013,6.132435119754449,90,0.9011331323331849
2016-05-08,0.09022190519436847,5.382922824930032,183,0.5311992280375603
2016-05-09,0.13890068617332116,5.360842119880498,197,0.6868106383251834
2016-05-10,0.1388639737863315,5.490837698681033,140,0.8269143030941869
2016-05-11,0.11929944166888506,5.682646684373841,236,0.6846821052672175
2016-05-12,0.10041410697869942,5.587248045007066,228,0.5914830669258202
2016-05-13,0.09557357083575548,5.493045240605313,106,0.5465461796801474
2016-05-14,0.11381850372358036,6.0047289678432305,104,0.709224576391742
2016-05-15,0.10709018679984963,5.386806853615133,93,0.5632667315547943
2016-05-16,0.08054937138477916,5.487219079195634,73,0.4940163955026436
2016-05-17,0.13141724298985155,5.96869897279764,140,0.8194243314895882
2016-05-18,0.09035874352748895,5.979143897560188,120,0.5017092829601951
2016-05-19,0.09310938595565342,6.037859842722749,171,0.5449061763647811
2016-05-20,0.14867581279485093,6.200915982518682,146,0.91658232377464
2016-05-21,0.1698072869725467,6.031428469110642,149,0.9870332348998104
2016-05-22,0.16783933135632512,6.029879004317166,73,1.107196032103053
2016-05-23,0.1322028898223479,5.571854277054029,80,0.7645645104248352
2016-05-24,0.1853258678120524,6.053449267603948,116,1.114269105586308
2016-05-25,0.13563249483499557,6.077960333632062,136,0.8471948437515993
2016-05-26,0.14503294551282644,5.971009811670738,93,0.889512607471379
2016-05-27,0.18078552760887262,5.74949470494925,84,1.077046485395623
2016-05-28,0.1889447718491571,5.6271258236726736,105,1.036004418458521
2016-05-29,0.11082827311450785,5.759842168063906,118,0.6752472322407442
2016-05-30,0.10481246926130382,5.862445308911549,182,0.6073717763111403
2016-05-31,0.10235066583415758,5.895407103323047,95,0.5878851603547414
2016-06-01,0.12139907587906015,5.748351368929465,91,0.7664990676918242
2016-06-02,0.12299397664435253,5.602629110186426,76,0.7767567794999624
2016-06-03,0.11631065198029489,5.611210549088371,63,0.7138728579456814
2016-06-04,0.11318555790813924,4.800101439753558,39,0.47583044442870176
2016-06-05,0.06697729113482703,5.708991876476871,40,0.3949157049333973
2016-06-06,0.10802108010654926,4.337602268497056,53,0.28537758270214847
2016-06-07,0.11623891261785468,5.818353111101657,101,0.6877347576545398
2016-06-08,0.13309763281606002,5.698103431808499,134,0.7778365886882552
2016-06-09,0.1362980719362763,5.80375565275776,110,0.8105763347541812
2016-06-10,0.24917056772203824,5.412451634987133,34,1.389338397185364
2016-06-11,0.16889190857974426,5.358018298708442,49,0.9387509034638626
2016-06-12,0.2297744002661282,6.126178998602938,68,1.4185188607467936
2016-06-13,0.09091479111085699,5.347501818387669,27,0.4568169477900178
2016-06-14,0.2470014185340743,5.5810464077848065,47,1.4145194292836352
2016-06-15,0.1428006355279518,5.280194154442477,112,0.7607733126558134
2016-06-16,0.10451731803232132,5.201325216114397,52,0.5052095382465717
2016-06-17,0.08584916559450796,5.965313478440322,99,0.48066875487107574
2016-06-18,0.12035559461889044,5.432124009949102,94,0.724147194321848
2016-06-19,0.15263673107201553,5.849468625202557,91,0.9265720924424289
2016-06-20,0.13151212195811765,5.6396468069064865,112,0.7590906372488606
2016-06-21,0.1687990859753288,5.6351924119897765,104,0.9993798456364226
2016-06-22,0.1515039565512707,5.641121239129187,115,0.8390803729257824
2016-06-23,0.12426979412545731,5.759979539269701,133,0.7101361269431047
2016-06-24,0.15688002403993243,5.582028281500794,142,0.8514450304170714
2016-06-25,0.176937922019462,5.956723872507153,143,1.0273795768275646
2016-06-26,0.09612241396283355,5.897914226929534,126,0.6008875062582313
2016-06-27,0.09852841241176337,5.979801394005927,179,0.5648082066857464
2016-06-28,0.11696473955370844,5.558991302613522,157,0.6622121650598971
2016-06-29,0.11798811179050449,5.7074428234893935,133,0.7326245765645728
2016-06-30,0.10410815475457816,5.7885872196418715,133,0.6133348358439868
2016-07-01,0.1445969942991897,5.74318898553908,84,0.8389569841298102
2016-07-02,0.06915771367335712,5.707775373900572,66,0.3832575803685979
2016-07-03,0.07763591497126154,5.985067134205267,48,0.4726597937017338
2016-07-04,0.15676564713423075,5.477179343722605,77,0.8772827650012144
2016-07-05,0.18472219459601324,5.712395295711468,104,1.1079778154867665
2016-07-06,0.1991260496866537,5.96593968097618,97,1.2142916947703752
2016-07-07,0.11591792476123992,5.7598515943281425,28,0.6784062439138339
2016-07-08,0.11224503604835516,5.8477194030114115,66,0.6221257144874219
2016-07-09,0.12780168156791466,5.965355794778257,69,0.7530493416024379
2016-07-10,0.10889757454460611,5.689211388539235,77,0.6475422999315744
2016-07-11,0.03857389305991279,6.036916554828408,130,0.21343432013247451
2016-07-12,0.07242668908277576,5.654624737640937,146,0.43149466082872406
2016-07-13,0.10669812786964313,5.992748814939435,112,0.6721877174302087
2016-07-14,0.13493101154077627,6.160052984254357,174,0.8302196750213723
2016-07-15,0.09612963841678508,6.040385629621447,77,0.5187527829691734
2016-07-16,0.11549496139957442,5.789514897837922,123,0.6380161392184458
2016-07-17,0.09589462960116814,6.150461898505897,84,0.5873264354090425
2016-07-18,0.1651363409659115,5.999660433610994,128,0.9944174775524395
2016-07-19,0.1546404785178859,5.545833413569758,122,0.8024689845846931
2016-07-20,0.12283165916029276,6.010423656522536,102,0.7508852003688818
2016-07-21,0.12363500880982609,5.863669297642287,118,0.7298215748167157
2016-07-22,0.16388151712104668,5.521272840234559,69,0.9766201196944521
2016-07-23,0.058246915887735666,5.757415954102222,90,0.41300190422310984
2016-07-24,0.12913270656128004,6.116280561176835,97,0.8156935911438032
2016-07-25,0.11040710328232742,6.094139935986766,142,0.6847983467592336
2016-07-26,0.15883876743826006,5.8856200656013336,134,0.9650428153887847
2016-07-27,0.11923510249085686,6.061550870406271,77,0.6958489154120707
2016-07-28,0.08130804487193513,5.912529321664127,89,0.4505714158657229
2016-07-29,0.02691971121361004,5.462317899682951,42,0.18395930603621746
2016-07-30,0.12991576545147976,5.084014829477591,21,0.4416589574698684
2016-07-31,0.18627459552341488,5.428668416403049,33,1.1060340832931594
2016-08-01,0.10950586765023258,5.881280106701317,62,0.5763538630791974
2016-08-02,0.01704389395208557,5.645048438512766,142,0.1296086694907823
2016-08-03,-0.07025100536229963,5.576543435388685,52,-0.14467008488966668
2016-08-04,0.11921001518322948,5.875228452930685,54,0.7237056114283655
2016-08-05,0.053145199221092086,5.882724684969989,74,0.32446982643268873
2016-08-06,0.16167565685422605,5.851691052804566,32,0.9775072597432981
2016-08-07,0.1294313786972185,5.638973279765207,61,0.6937435704252402
2016-08-08,0.11097170136861698,6.013696951592847,49,0.685750830031716
2016-08-09,0.13427880290075864,5.34408702663095,50,0.5014979051717893
2016-08-10,0.12763023201245605,6.009132002472561,33,0.8381121929631147
2016-08-11,0.1854916315999639,5.929315696159138,102,1.1169326072264336
2016-08-12,0.13302624940221536,5.364312611070837,63,0.7520155218404364
2016-08-13,0.12291876600075217,5.468751807024093,68,0.6727618931908992
2016-08-14,0.13327153835089367,5.3387867492693815,72,0.7554703859876164
2016-08-15,0.12193911521529222,6.099653128015424,80,0.6992370101325378
2016-08-16,0.18428459281174872,5.699570260046019,142,1.0716882563177552
2016-08-17,0.09499016105060441,5.9596435537564645,119,0.541001180906324
2016-08-18,0.1305621200500402,5.883901139297558,54,0.7802127685935835
2016-08-19,0.17264667493077707,5.952291269767048,143,1.0389742954918193
2016-08-20,0.17164866145356375,5.966785832446768,103,0.9806559159663375
2016-08-21,0.12839528844638684,6.037319420824869,103,0.7612670410638668
2016-08-22,0.15190434449667017,5.937445935757355,56,0.9298617970598213
2016-08-23,0.2502801431023798,5.010899579010336,82,1.1794141655777748
2016-08-24,0.22801033199818632,5.561391370999923,39,1.2697118128927483
2016-08-25,0.15226098199741778,5.947907938190263,55,0.887970552852924
2016-08-26,0.16754335330158077,5.980031597197853,43,1.0062552566788379
2016-08-27,0.1064484615263058,6.082221849075969,81,0.6135425107605877
2016-08-28,0.19226541955651064,5.860804318332182,207,1.105046530949131
2016-08-29,0.16103499258604317,5.61086959934089,185,0.8757107815092016
2016-08-30,0.16020867280842968,5.324837985484678,158,0.7916330978385951
2016-08-31,0.155616349476396,5.50994238256351,205,0.8124954024349486
2016-09-01,0.1417239270328231,5.877626020417221,189,0.7720971073739736
2016-09-02,0.15049591644215213,5.6705269346038785,98,0.8547171535687195
2016-09-03,0.12063900834622458,5.529575354270005,145,0.6594126174304148
2016-09-04,0.1701019377261768,5.644780656110481,89,0.9259732007375943
2016-09-05,0.11901235732313792,5.86245602202188,228,0.6905651507425737
2016-09-06,0.12090333010060253,5.93739333048045,154,0.694801869151717
2016-09-07,0.12376032574537371,5.929904549796286,151,0.7490502610529941
2016-09-08,0.09382933646290458,6.006270218607327,162,0.5580670998922128
2016-09-09,0.0857645064546918,5.84818538135161,189,0.4459347255300962
2016-09-10,0.11363711597597494,6.056987739712297,215,0.6840202419651261
2016-09-11,0.10341667941137503,5.94104909244717,110,0.5855144236295182
2016-09-12,0.07408965981389908,6.015329063561871,187,0.46030895133906324
2016-09-13,0.073759674100939,5.859672815956113,219,0.47042084547259044
2016-09-14,0.15529978052264323,6.209567108610617,96,0.9499090338000579
2016-09-15,0.07932301843677275,6.054901021915545,68,0.42997883960897343
2016-09-16,0.11815802295866705,5.784642643631448,150,0.6522856900282913
2016-09-17,0.15182117736659775,5.950780338847056,204,0.9159173589249635
2016-09-18,0.14509917990652677,5.856651996338387,69,0.7952592203138407
2016-09-19,0.13672052719280162,5.47104179361507,42,0.7437712560830176
2016-09-20,0.17020623038060165,5.763936679594002,85,0.9485706099726124
2016-09-21,0.02902046413628034,5.682492938552469,120,0.13024745123430795
2016-09-22,0.1326080706522989,5.823507506285097,85,0.7533487127284891
2016-09-23,0.1731555713039721,5.763262470403664,79,0.9783800737338273
2016-09-24,0.16959902065874982,6.013147633457626,232,1.0111033790791755
2016-09-25,0.17611086609549173,5.813520559500304,175,0.9940238986031016
2016-09-26,0.14169971791814595,5.857705588499045,146,0.8510817262005227
2016-09-27,0.12992980178708657,5.948634589226745,107,0.7901846080721108
2016-09-28,0.15090541336330437,5.984807751392051,165,0.9279492816226511
2016-09-29,0.13521439748390013,5.5209467591059935,89,0.7189264124911752
2016-09-30,0.17752909206944995,5.228924775908699,117,1.000209621660018
2016-10-01,0.06692332739922142,6.1798972564478785,90,0.40432526190373813
2016-10-02,0.17121042644217507,5.908998445393305,86,1.0280224645638218
2016-10-03,0.15610434297771658,6.1452435754493635,87,0.9272103426261946
2016-10-04,0.14463699260093038,5.463392391214181,85,0.8055263105064268
2016-10-05,0.1144477147114713,5.733442032877269,98,0.6491187359251929
2016-10-06,0.15254968574514474,5.756059917400916,91,0.87463197988076
2016-10-07,0.13478300864958953,5.791428424559906,104,0.7868161267029308
2016-10-08,0.1139890014170454,6.103505519967404,152,0.6734616638928064
2016-10-09,0.12057927375171187,6.057761352952348,116,0.7037017270149569
2016-10-10,0.15511301271655548,6.140248135081155,101,0.9718787947154606
2016-10-11,0.10913426196023611,6.126578070985988,61,0.666900454047558
2016-10-12,0.18027775946149086,5.8282697106363255,56,1.090233908341043
2016-10-13,0.18354730911029468,6.00653428001901,60,1.1164036110514794
2016-10-14,0.11920674264891562,5.685198409259948,36,0.6216181925726589
2016-10-15,0.12660630440336312,5.482465827768732,102,0.7162785293510849
2016-10-16,0.14975510609688616,5.812099703552616,148,0.8210847886193878
2016-10-17,0.15790042450144537,5.568670654210544,129,0.8581864623927117
2016-10-18,0.11130121185862021,5.840147064099914,139,0.6352680857385887
2016-10-19,0.15372411547289735,5.986326672879309,186,0.9244515790857435
2016-10-20,0.1367726978572388,5.898672337342002,183,0.8127637624385726
2016-10-21,0.13269947182594916,5.947613295269349,142,0.7921010628417756
2016-10-22,0.11618972011804163,5.763998717236884,124,0.6450515442920177
2016-10-23,0.1186994861990066,5.573145265595037,105,0.6785965836382425
2016-10-24,0.14938529755112354,5.784269098171632,95,0.8746906849364363
2016-10-25,0.1571938433941265,5.489639206066464,97,0.9230592952710506
2016-10-26,0.13415340926660851,5.172827359416155,93,0.7631678104620492
2016-10-27,0.11950523384267633,5.850838315305191,116,0.717445075372585
2016-10-28,0.13349355685380251,6.022713414968076,73,0.8514491904505189
2016-10-29,0.1179913443093781,5.5958704212410995,80,0.6696763787345974
2016-10-30,0.1074669725014274,5.857245836372458,49,0.5959636494677732
2016-10-31,0.1849551197490844,5.808997147953201,83,1.060601936676419
2016-11-01,0.1725747225147746,5.679041750324109,140,0.9614707303544108
2016-11-02,0.12355001562161863,5.633076906089441,204,0.6949176617962809
2016-11-03,0.15019509704197148,5.775307226092061,137,0.8823952149947158
2016-11-04,0.08444101129122361,5.827722971487259,154,0.5428423004535395
2016-11-05,0.18861081575409347,5.648714254310114,178,1.102792295874567
2016-11-06,0.19132310964974383,5.976584214079852,150,1.17177695450485
2016-11-07,0.1274956430782848,5.651365148569832,180,0.7033371847305149
2016-11-08,0.14426169773981537,5.9214074312407226,182,0.8814519432178511
2016-11-09,0.16315611670241012,5.706352227809628,130,0.9432353064822077
2016-11-10,0.12791772989386724,6.008142532229301,192,0.751818964494388
2016-11-11,0.1375089967828679,5.727662755830907,172,0.7691968619885821
2016-11-12,0.13935101349928547,5.769990629270395,207,0.801253886045013
2016-11-13,0.12322510461925475,5.655044587621888,200,0.7023425112304045
2016-11-14,0.18941850258846155,5.58648143651631,179,1.0879597942133492
2016-11-15,0.1888584295407287,5.761581572139676,180,1.0733155535184413
2016-11-16,0.13261469533462947,5.706203815453686,122,0.776388074765688
2016-11-17,0.17323455107891308,5.579191562102089,135,0.9922305487369251
2016-11-18,0.13748841055977934,5.801247090276841,150,0.7724570543410909
2016-11-19,0.14126713181649792,5.877010398299832,209,0.8473581953272699
2016-11-20,0.11589168537046755,5.827660280824473,221,0.6604891024527967
2016-11-21,0.10622735976693656,5.593589609138972,185,0.6340722516631743
2016-11-22,0.1159396721755035,5.797344152749889,195,0.6713376734205093
2016-11-23,0.14139553537489227,5.7723785450677285,194,0.8166828615319353
2016-11-24,0.12435181236435068,5.677689892316241,180,0.6727922484131552
2016-11-25,0.13659622294139548,5.865870136955517,209,0.7909972909243311
2016-11-26,0.11621416959243785,5.91204872111662,124,0.7081609292053845
2016-11-27,0.1631400799502549,5.8186104311562605,242,0.9229790597994193
2016-11-28,0.16709495158034215,5.55318693742231,176,0.8762354912562172
